AIRO_ID,Roll_No,Off_Name,Add_1,Add_2,Add_3,Add_4,County,Ethos,Island,DEIS,Gaeltacht,M_13_14,F_13_14,T_13_14,xcoord,ycoord,Long,Lat
904,19928Q,RANELAGH MULTI DENOM NS,RANELAGH ROAD,DUBLIN 6,,,Dublin,MULTI DENOMINATIONAL,N,N,N,124,112,236,316137,232116,-6.25673,53.3266
905,19929S,ST BRIGIDS SENIOR GIRLS,FINGLAS WEST,DUBLIN 11,,,Dublin,CATHOLIC,N,Y,N,11,167,178,312487,238651,-6.30917,53.386
906,19933J,SCOIL TREASA NAOFA,PETRIE ROAD,DONORE AVENUE,DUBLIN 8,,Dublin,CATHOLIC,N,Y,N,85,63,148,314673,232934,-6.2784,53.3342
907,19935N,SCOIL EOIN,GREENDALE ROAD,DUBLIN 5,,,Dublin,CATHOLIC,N,Y,N,109,96,205,322667,238984,-6.1561,53.3868
908,19946S,RUTLAND STREET N S,LOWER RUTLAND STREET,DUBLIN 1,,,Dublin,CATHOLIC,N,Y,N,66,64,130,316406,235196,-6.25156,53.3542
909,19954R,NORTH BAY EDUCATE TOGETHER NS,GREENDALE AVENUE,KILBARRACK,DUBLIN 5,,Dublin,MULTI DENOMINATIONAL,N,N,N,98,110,208,322972,238805,-6.15159,53.3851
910,19981U,ST MARYS N S,WINDSOR AVE,FAIRVIEW,DUBLIN 3,,Dublin,CATHOLIC,N,Y,N,56,165,221,317327,236307,-6.23732,53.3639
911,20012S,GRIFFITH BARRACKS MULTI D SCHOOL,THE OLD GUARDHOUSE,GRIFFITH COLLEGE,SOUTH CIRCULAR ROAD,DUBLIN 8,Dublin,MULTI DENOMINATIONAL,N,N,N,122,120,242,314643,232558,-6.27898,53.3309
912,20014W,ST AGNES N S,ARMAGH ROAD,CRUMLIN,DUBLIN 12,,Dublin,CATHOLIC,N,Y,N,80,193,273,312854,231206,-6.30631,53.3191
913,20015B,GAELSCOIL BHAILE MUNNA,187 BOTHAR CHOULTRAI,BAILE MUNNA,BAILE ATHA CLIATH 9,,Dublin,CATHOLIC,N,Y,N,88,98,186,316066,240047,-6.25488,53.3978
914,20029M,ST BRIGIDS INFANT N S,WELLMOUNT AVENUE,FINGLAS WEST,DUBLIN 11,,Dublin,CATHOLIC,N,Y,N,98,107,205,312540,238682,-6.30836,53.3863
915,20035H,ST GABRIELS N S,COWPER STREET,DUBLIN 7,,,Dublin,CATHOLIC,N,Y,N,84,59,143,313868,235074,-6.28971,53.3536
916,20047O,GAELSCOIL BHARRA,NAOMH FIONNBARRA C.L.G.,ASCAL AN FHASAIGH,AN CHABRACH,BAC 7,Dublin,CATHOLIC,N,N,N,101,109,210,313920,236282,-6.28849,53.3645
917,20048Q,GAELSCOIL LIOS NA NOG,Áras Cullenswood,21A Bóthar Oalkey,Ranallagh,BÁC 6,Dublin,CATHOLIC,N,N,N,99,139,238,316210,231601,-6.25582,53.3219
918,20052H,GAELSCOIL CHOLMCILLE,Lána na Cúlóige,Baile Átha Cliath 17,,,Dublin,CATHOLIC,N,N,N,102,128,230,317751,239862,-6.22963,53.3958
919,20059V,MOTHER OF DIVINE GRACE,HOLY FAITH NS,FERNDALE AVE,BALLYGALL,DUBLIN 11,Dublin,CATHOLIC,N,Y,N,228,222,450,313995,238693,-6.2865,53.3861
920,20064O,OUR LADY OF CONSOLATION NS,COLLINS AVE EAST,DONNYCARNEY,DUBLIN 5,,Dublin,CATHOLIC,N,Y,N,91,153,244,318725,237478,-6.21589,53.3741
921,20091R,ST PETERS NS,PHIBSBORO,DUBLIN 7,,,Dublin,CATHOLIC,N,Y,N,240,216,456,314786,235976,-6.2756,53.3615
922,20092T,ST ULTANS NS,CHERRY ORCHARD,DUBLIN 10,,,Dublin,CATHOLIC,N,Y,N,226,180,406,308371,233046,-6.37293,53.3366
923,20103V,JOHN SCOTTUS NS,NORTHUMBERLAND ROAD,DUBLIN 4,,,Dublin,MULTI DENOMINATIONAL,N,N,N,114,138,252,317473,232998,-6.23636,53.3342
924,20104A,ST AUDOENS NS,COOK STREET,DUBLIN 8,,,Dublin,CATHOLIC,N,Y,N,98,87,185,314979,234040,-6.2734,53.3441
925,20131D,EDUCATE TOGETHER NS,Fitzwilliam Place North,Grangegorman Lower,Dublin 7,,Dublin,MULTI DENOMINATIONAL,N,N,N,204,176,380,314215,235242,-6.28444,53.3551
926,20139T,INCHICORE NS,SARSFIELD ROAD,INCHICORE,DUBLIN 10,,Dublin,CATHOLIC,N,Y,N,114,105,219,311941,233641,-6.31914,53.3412
927,20152L,NORTH DUBLIN MUSLIM NS PROJECT,Ratoath Road,Cabra,Dublin 7,,Dublin,MUSLIM,N,N,N,109,119,228,313104,236142,-6.30079,53.3634
928,20168D,GLASNEVIN EDUCATE TOGETHER NS,CHURCH AVENUE,GLASNEVIN,DUBLIN 9,,Dublin,MULTI DENOMINATIONAL,N,N,N,121,109,230,315251,237633,-6.26801,53.3763
929,20220C,GAELSCOIL UI EARCAIN,Bothar Glas an Ein,Fionnghlas,,B.A.C. 11,Dublin,CATHOLIC,N,Y,N,119,116,235,312405,239108,-6.31024,53.3902
930,20228S,ST LAURENCE O TOOLES GIRLS SCHOOL,49 SEVILLE PLACE,NORTH WALL,DUBLIN 1,,Dublin,CATHOLIC,N,Y,N,0,86,86,316998,235082,-6.24271,53.353
931,20281W,St Benedicts and St Marys National School,Grange Park,Raheny,Dublin 5,,Dublin,CATHOLIC,N,Y,N,74,75,149,322183,239127,-6.16332,53.3882
932,20304I,St. Francis of Assisi National School,Belmayne,Dublin 13,,,Dublin,CATHOLIC,N,N,N,149,157,306,322057,241379,-6.16434,53.4084
933,20308Q,Belmayne Educate Together National School,Balgriffin Park,Belmayne,Dublin 13,,Dublin,MULTI DENOMINATIONAL,N,Y,N,141,154,295,321979,241340,-6.16553,53.4081
934,20338C,Holy Child National School,Larkhill Road,Whitehall,Dublin 9-,,Dublin,CATHOLIC,N,N,N,125,301,426,316813,238717,-6.24415,53.3857
935,20391G,De La Salle National School,Ballyfermot,Dublin 10,,,Dublin,CATHOLIC,N,Y,N,279,0,279,309664.93,233985.5,-6.35318,53.3447
936,20397S,St Louise de Marillac Primary School,Drumfinn Road,Ballyfermot,Co Dublin,,Dublin,CATHOLIC,N,Y,N,40,314,354,309296,234336,-6.3586,53.348
937,20429F,ST. JAMES'S PRIMARY SCHOOL,Basin Lane,James' Street,Dublin 8.,,Dublin,CATHOLIC,N,Y,N,130,113,243,313934.26,233612.25,-6.28924,53.3405
938,20430N,Portobello Educate Together School,16 Harcourt Terrace,Dublin 2,,,Dublin,MULTI DENOMINATIONAL,N,N,N,19,22,41,316136.12,232673.44,-6.25654,53.3316
939,20436C,St Mary's Primary School,Dorset Street,Dublin 7,,,Dublin,CATHOLIC,N,Y,N,85,89,174,315626.12,235656.37,-6.2631,53.3585
940,20437E,St Laurence's National School,Brookstone Road,Baldoyle,Dublin 13,,Dublin,CATHOLIC,N,N,N,199,196,395,324221.45,240103.51,-6.13231,53.3965
941,02872U,St. Mary's National School,Lamb's Cross,Sandyford,Dublin 18,,Dublin,CATHOLIC,N,N,N,113,144,257,318189,225198,-6.22852,53.264
942,05600C,CLOCHAR SAN DOMINIC,DUNLAOGHAIRE,CO DUBLIN,,,Dublin,CATHOLIC,N,Y,N,84,76,160,324207,228468,-6.13709,53.292
943,06200O,BOOTERSTOWN BOYS,BOOTERSTOWN,BLACKROCK,CO DUBLIN,,Dublin,CATHOLIC,N,N,N,248,0,248,320102,230229,-6.19796,53.3087
944,10494K,ALL SAINTS N S,CARYSFORT AVE,BLACKROCK,CO DUBLIN,,Dublin,CHURCH OF IRELAND,N,N,N,35,26,61,321361,228079,-6.1799,53.2891
945,11873A,RATHMICHAEL N S,RATHMICHAEL,SHANKILL,CO DUBLIN,,Dublin,CHURCH OF IRELAND,N,N,N,109,116,225,325061,222248,-6.12673,53.2359
946,14586M,CARYSFORT NS,CONVENT ROAD,BLACKROCK,CO DUBLIN,,Dublin,CATHOLIC,N,N,N,259,265,524,321194,228936,-6.18208,53.2969
947,14647G,DALKEY N S (2),DALKEY,CO DUBLIN,,,Dublin,CHURCH OF IRELAND,N,N,N,49,50,99,326575,227347,-6.10204,53.2813
948,15132B,HAROLD BOYS N S,DALKEY,CO DUBLIN,,,Dublin,CATHOLIC,N,N,N,121,0,121,326540,226992,-6.10271,53.2782
949,15284B,TANEY N S,SYDENHAM VILLAS,DUNDRUM,DUBLIN 14,,Dublin,CHURCH OF IRELAND,N,N,N,246,197,443,317536,227909,-6.2373,53.2885
950,16352U,ST BRIGIDS BOYS N S,FOXROCK,DUBLIN 18,118,,Dublin,CATHOLIC,N,N,N,489,0,489,322194,225819,-6.16828,53.2686
951,16353W,ST BRIGIDS GIRLS N S,The Park,Cabinteely,Dublin 18,,Dublin,CATHOLIC,N,N,N,0,548,548,322186,225849,-6.16839,53.2689
952,16629O,KILTERNAN CHURCH OF IRELAND NS,KILTERNAN,CO DUBLIN,118,,Dublin,CHURCH OF IRELAND,N,N,N,113,113,226,320205,222862,-6.1992,53.2425
953,16794G,ST BRIGIDS N S,MERVILLE  RD,STILLORGAN,BLACKROCK.  CO. DUBLIN,134,Dublin,CHURCH OF IRELAND,N,N,N,46,50,96,320317,227601,-6.19573,53.2851
954,16893I,S N NAOMH LORCAN,STILLORGAN,KILMACUD,CO DUBLIN,134,Dublin,CATHOLIC,N,N,N,457,0,457,319613,227941,-6.20615,53.2883
955,17470I,ST RAPHAELAS N S,UPPER KILMACUD ROAD,STILLORGAN,CO DUBLIN,134,Dublin,CATHOLIC,N,N,N,0,396,396,319776,227204,-6.20399,53.2816
956,17507F,S N PADRAIG NAOFA,GLEANN CUILLIN,CILLTIGHEARNAIN,CO ATHA CLIATH,118,Dublin,CATHOLIC,N,N,N,84,100,184,319116,220556,-6.21636,53.2221
957,17954H,SCOIL CAOIMHIN NAOFA,MOUNT MERRION,BLACKROCK,CO DUBLIN,134,Dublin,CATHOLIC,N,N,N,304,126,430,319730,228238,-6.20429,53.2909
958,17970F,OUR LADY OF MERCY CONVENT SCHOOL,ROSEMOUNT TERRACE,BOOTERSTOWN,CO. DUBLIN,,Dublin,CATHOLIC,N,N,N,0,219,219,320015,229822,-6.19942,53.3051
959,17979A,S N CNOC AINBHIL,LR KILMACUD RD,STILLORGAN/BLACKROCK,CO DUBLIN.,114,Dublin,CATHOLIC,N,N,N,0,464,464,318903,227998,-6.21677,53.289
960,18451J,SCOIL LORCAIN,CEARNOG EATON,BAILE NA MANACH,CO ATHA CLIATH,,Dublin,CATHOLIC,N,N,N,256,232,488,322413,228914,-6.16381,53.2964
961,18647D,S N SAN TREASA,THE RISE,MT MERRION,CO DUBLIN,,Dublin,CATHOLIC,N,N,N,244,200,444,319401,228641,-6.20907,53.2946
962,18806U,KILTERNAN N S 1,KILTERNAN,CO DUBLIN,,,Dublin,CATHOLIC,N,N,N,179,150,329,320500,222083,-6.19507,53.2355
963,18886V,KILL-O'-THE-GRANGE NS,DEANSGRANGE,BLACKROCK,CO DUBLIN,,Dublin,CHURCH OF IRELAND,N,N,N,114,107,221,322658,226870,-6.16092,53.278
964,19066L,LORETO NATIONAL SCHOOL,DALKEY,CO DUBLIN,,,Dublin,CATHOLIC,N,N,N,81,292,373,326689,227211,-6.10039,53.2801
965,19258U,SCOIL PADRAIG NAOFA B,Hollypark,Blackrock,Co Dublin,,Dublin,CATHOLIC,N,N,N,606,0,606,321782,227067,-6.17398,53.2799
966,19259W,ST PATRICKS GNS,FOXROCK AVE,FOXROCK,DUBLIN 18,,Dublin,CATHOLIC,N,N,N,0,538,538,321748,227004,-6.17451,53.2794
967,19314E,SCOIL NA MAIGHDINE MHUIRE BOY,BROADFORD RISE,BALINTEER,DUBLIN 16,,Dublin,CATHOLIC,N,N,N,234,0,234,316256,226378,-6.25704,53.275
968,19319O,ST OLAFS N S,BALALLY DRIVE,DUNDRUM,DUBLIN 16,,Dublin,CATHOLIC,N,N,N,233,207,440,318344,227244,-6.22543,53.2823
969,19320W,OUR LADY OF GOOD COUNSEL BOYS N S,JOHNSTOWN,DUN LAOGHAIRE,CO DUBLIN,,Dublin,CATHOLIC,N,N,N,438,0,438,324249,225395,-6.13766,53.2644
970,19321B,OUR LADY GOOD COUNSEL GNS,JOHNSTOWN,DUN LAOGHAIRE,CO DUBLIN,,Dublin,CATHOLIC,N,N,N,9,446,455,324228,225316,-6.138,53.2636
971,19335M,SCOIL NA AINGEAL,NEWTOWNPARK AVE,BLACKROCK,CO DUBLIN,,Dublin,CATHOLIC,N,N,N,218,212,430,321980,228444,-6.17048,53.2923
972,19374W,Our lady's Grove Primary School,"Goatstown Road,",Dublin 14,,,Dublin,CATHOLIC,N,N,N,204,228,432,317670,229164,-6.23482,53.2997
973,19396J,NA MAIGHDINE MUIRE GIRL,BALLINTEER,DUBLIN 16,,,Dublin,CATHOLIC,N,N,N,0,277,277,316258,226354,-6.25702,53.2748
974,19400U,SN GLEN NA GCAORACH,WYVERN,KILLINEY RD,KILLINEY,CO DUBLIN,Dublin,CHURCH OF IRELAND,N,N,N,123,121,244,325760,225972,-6.1148,53.2692
975,19437U,SCOIL NAITHI,BAILE AN TSAOIR,DUM DROMA,BAILE ATHA CLIATH 16,,Dublin,CATHOLIC,N,N,N,123,111,234,316002,227155,-6.26057,53.282
976,19438W,SCOIL COLMCILLE SENIOR,WYATTVILLE,BALLYBRACK,CO DUBLIN,,Dublin,CATHOLIC,N,Y,N,98,95,193,324547,224302,-6.13362,53.2545
977,19497P,SCOIL MHUIRE,SHANKILL,CO DUBLIN,,,Dublin,CATHOLIC,N,Y,N,170,138,308,325449,222264,-6.12092,53.236
978,19537B,ST ATTRACTAS JUNIOR N S,MEADOWBROOK,DUNDRUM,DUBLIN 16,,Dublin,CATHOLIC,N,N,N,170,169,339,316353,227012,-6.25536,53.2807
979,19612M,DALKEY SCHOOL PROJECT,GLENAGEARY LODGE,GLENAGEARY,CO DUBLIN,,Dublin,MULTI DENOMINATIONAL,N,N,N,143,95,238,324594,226535,-6.13204,53.2745
980,19641T,ST COLMCILLE JUN NS,WYATTVILLE,BALLYBRACK,CO DUBLIN,,Dublin,CATHOLIC,N,Y,N,86,78,164,324540,224255,-6.13375,53.254
981,19716B,ST ATTRACTAS SENIOR N S,MEADOWBROOK,DUNDRUM,DUBLIN 14,,Dublin,CATHOLIC,N,N,N,170,160,330,316393,227058,-6.25474,53.2811
982,19723V,QUEEN OF ANGELS PRIMARY SCHOOL,WEDGEWOOD,DUNDRUM,DUBLIN 16,,Dublin,CATHOLIC,N,Y,N,127,118,245,318385,226551,-6.22508,53.2761
983,19840C,HOLY FAMILY SCHOOL,DUNEDIN PARK,MONKSTOWN,CO DUBLIN,,Dublin,CATHOLIC,N,Y,N,44,64,108,323177,227786,-6.15279,53.2861
984,19888H,ST ANNES MXD N S,STONEBRIDGE ROAD,SHANKILL,CO DUBLIN,,Dublin,CATHOLIC,N,N,N,237,241,478,324981,222037,-6.12801,53.234
985,19901T,BOOTERSTOWN N S,CROSS AVE,BLACKROCK,CO DUBLIN,,Dublin,CHURCH OF IRELAND,N,N,N,43,54,97,320654,229305,-6.19003,53.3003
986,19904C,HOLY CROSS N S,UPPER KILMACUD ROAD,DUNDRUM,DUBLIN 14,,Dublin,CATHOLIC,N,N,N,112,99,211,317329,227882,-6.24041,53.2883
987,19922E,OUR LADYS N S,ST COLUMBANUS ROAD,MILLTOWN,DUBLIN 14,,Dublin,CATHOLIC,N,Y,N,96,84,180,316723,229327,-6.24896,53.3014
988,19938T,ST JOSEPHS,TIVOLI ROAD,DUN LAOGHAIRE,CO DUBLIN,,Dublin,CATHOLIC,N,Y,N,64,42,106,324094,227850,-6.13902,53.2864
989,19939V,SCOIL NAISIUNTA AN DEA AOIRE,WHITEHALL ROAD,CHURCHTOWN,DUBLIN 14,,Dublin,CATHOLIC,N,Y,N,103,77,180,315441,228407,-6.26852,53.2934
990,19945Q,RATHFARNHAM EDUCATE TOGETHER,LORETO AVENUE,RATHFARNHAM,DUBLIN 14,,Dublin,MULTI DENOMINATIONAL,N,N,N,104,122,226,315103,228199,-6.27366,53.2916
991,19949B,ISLAMIC NATIONAL SCHOOL,19 ROEBUCK ROAD,CLONSKEAGH,DUBLIN 14,,Dublin,MUSLIM,N,N,N,140,149,289,317763,229613,-6.23326,53.3037
992,19960M,ST JOHNS N S,BALLYBRACK,CO DUBLIN,,,Dublin,CATHOLIC,N,Y,N,82,74,156,324965,224465,-6.1273,53.2558
993,19979K,ST KEVINS N S,SALLYNOGGIN,CO DUBLIN,,,Dublin,CATHOLIC,N,Y,N,69,65,134,324236,226719,-6.13734,53.2762
994,20020R,GAELSCOIL THAOBH NA COILLE,Beallairmín,An Chéim,B.A.C. 18,,Dublin,CATHOLIC,N,N,N,201,180,381,319145,224703,-6.21438,53.2593
995,20056P,GAELSCOIL PHADRAIG,ASCAILL SHILEANN,BAILE BREAC,CO ATHA CLIATH,,Dublin,CATHOLIC,N,N,N,79,67,146,325231,223617,-6.12365,53.2482
996,20060G,MONKSTOWN EDUCATE TOGETHER NS,Kill Avenue,Dun Laoghaire,Co. Dublin,,Dublin,MULTI DENOMINATIONAL,N,N,N,196,183,379,323407,227174,-6.14958,53.2805
997,20141G,THE HAROLD SCHOOL,EDEN ROAD,GLASTHULE,CO DUBLIN,,Dublin,CATHOLIC,N,N,N,311,319,630,325055,227806,-6.12464,53.2858
998,20190T,HOLY TRINITY NATIONAL SCHOOL,Glencairn,Leopardstown,Dublin 18,,Dublin,CATHOLIC,N,N,N,196,154,350,320401,224986,-6.19546,53.2616
999,20218P,ARCHBISHOP MCQUAID NATIONAL SCHOOL,LOUGHLINSTOWN,DUN LAOGHAIRE,CO DUBLIN.,,Dublin,CATHOLIC,N,Y,N,65,55,120,325079,223468,-6.12598,53.2469
1000,20400E,Ballinteer Educate Together National School,C/O St Tiernan's Community School,Parkvale,Balally,,Dublin,MULTI DENOMINATIONAL,N,N,N,33,26,59,317493.78,227163.92,-6.2382,53.2818
1001,20401G,Stepaside Educate Together National School,Kirwin Park,Kiltiernan,,Co Dublin,Dublin,MULTI DENOMINATIONAL,N,N,N,21,21,42,320269.83,223210.13,-6.1981,53.2456
1002,20425U,Gaelscoil Shliabh Rua,Balloyogan Road,Stepaside,Co. Dublin,,Dublin,MULTI DENOMINATIONAL,N,N,N,5,3,8,320261.47,223137.42,-6.19825,53.245
1003,00697S,ST BRIGIDS MXD N S,CASTLEKNOCK,DUBLIN 15,,,Dublin,CATHOLIC,N,N,N,521,426,947,309052,237325,-6.36123,53.3749
1004,01170G,S N NA H-AILLE,THE NAUL,CO DUBLIN,,,Dublin,CATHOLIC,N,N,N,55,52,107,313601,260123,-6.28467,53.5787
1005,09492W,BALSCADDEN N S,BALSCADDEN,RING COMMONS,CO DUBLIN,,Dublin,CATHOLIC,N,N,N,118,101,219,317040,264261,-6.23121,53.6151
1006,09642P,BURROWS N S,SUTTON,DUBLIN 13,,,Dublin,CHURCH OF IRELAND,N,N,N,105,114,219,326433,239560,-6.0993,53.3911
1007,10296G,SCOIL NAOMH MEARNOG,STRAND ROAD,PORTMARNOCK,CO DUBLIN,,Dublin,CATHOLIC,N,N,N,224,188,412,324034,242941,-6.13401,53.422
1008,11583O,ST ANDREWS N S,MALAHIDE,CO DUBLIN,,,Dublin,CHURCH OF IRELAND,N,N,N,138,86,224,322762,245880,-6.15199,53.4487
1009,12358M,SWORDS BOROUGH N S,SWORDS BOROUGH N S,SWORDS,CO DUBLIN,,Dublin,CHURCH OF IRELAND,N,N,N,59,51,110,318077,246712,-6.22217,53.4572
1010,14180H,HOLMPATRICK N S,HOLMPATRICK,SKERRIES,CO. DUBLIN,,Dublin,CHURCH OF IRELAND,N,N,N,47,44,91,325393,260511,-6.10656,53.5795
1011,15315J,ST GEORGES N S,ST GEORGES N S,The Naul Road,BALBRIGGAN,CO. DUBLIN,Dublin,CHURCH OF IRELAND,N,N,N,195,195,390,318808,263320,-6.20487,53.6062
1012,15569R,SCOIL MOIBHI,MILVERTON,SKERRIES,CO DUBLIN,,Dublin,CATHOLIC,N,N,N,44,51,95,322788,258769,-6.14656,53.5644
1013,15650A,CORDUFF N S,LUSK,CO DUBLIN,,,Dublin,CATHOLIC,N,N,N,56,55,111,320065,253364,-6.18971,53.5165
1014,16267G,ST PATRICKS BOYS NATIONAL SCHOOL,PORTRANE ROAD,DONABATE,CO. DUBLIN,,Dublin,CATHOLIC,N,N,N,383,0,383,323744,250811,-6.13528,53.4927
1015,16332O,ST PATRICKS SNR MIXED,SKERRIES,CO DUBLIN,137,,Dublin,CATHOLIC,N,N,N,171,169,340,325224,260320,-6.10919,53.5778
1016,16333Q,ST PATRICKS JNR MIXED,SKERRIES,CO DUBLIN,137,,Dublin,CATHOLIC,N,N,N,171,173,344,325274,260327,-6.10843,53.5778
1017,16675V,SCOIL NAOMH LUCAIS,HOLLYWOOD ROAD,TYRELLSTOWN,DUBLIN 15,115,Dublin,CATHOLIC,N,N,N,242,254,496,306947,241687,-6.39138,53.4145
1018,16844S,SCOIL N. BREANDAN,LOUGHSHINNY,SKERRIES,CO DUBLIN,137,Dublin,CATHOLIC,N,N,N,99,117,216,326643,256845,-6.08918,53.5462
1019,16970A,ST MOLAGA SENIOR NS,BREMORE,BALBRIGGAN,CO DUBLIN,139,Dublin,CATHOLIC,N,N,N,239,209,448,319802,264392,-6.18945,53.6156
1020,16972E,S N PEADAR AGUS POL N,BALBRIGGAN,CO DUBLIN,139,,Dublin,CATHOLIC,N,N,N,253,207,460,319946,263741,-6.18752,53.6097
1021,17263D,S N MUIRE AN SEAN BAILE,SEAN BHAILE,CO DUBLIN,,,Dublin,CATHOLIC,N,N,N,33,26,59,311567,254017,-6.31754,53.5243
1022,17472M,BAILE FALBACH,LUSK,CO DUBLIN,133,,Dublin,CATHOLIC,N,N,N,46,46,92,318850,257116,-6.20659,53.5505
1023,17559B,S N MHUIRE,GARRISTOWN,CO DUBLIN,143,,Dublin,CATHOLIC,N,N,N,125,113,238,307056,258178,-6.38412,53.5626
1024,17569E,BLESSED OLIVER N S,BAILE AN RIDIRE,BAILE BRIGIN,CO ATHA CLIATH,139,Dublin,CATHOLIC,N,N,N,175,167,342,320178,261483,-6.18489,53.5894
1025,17595F,CILL COSCAIN,THE WARD,CO DUBLIN,,,Dublin,CATHOLIC,N,N,N,53,49,102,309986,247209,-6.34376,53.4634
1026,17785K,SAN NIOCLAS MYRA,KINSEALY,DUBLIN 17,117,,Dublin,CATHOLIC,N,N,N,75,54,129,321309,242715,-6.17507,53.4206
1027,17820J,BRIGHDE NAOFA,BAILE ROTHLUIS,KILSALLAGHAN,CO DUBLIN,131,Dublin,CATHOLIC,N,N,N,164,123,287,312920,250340,-6.29847,53.4909
1028,17914S,ST OLIVER PLUNKETT,ST OLIVER PLUNKETT NS,GROVE ROAD,MALAHIDE,CO DUBLIN,Dublin,CATHOLIC,N,N,N,449,472,921,322916,245607,-6.14978,53.4462
1029,17928G,SN N SAILBHEASTAR NFA,MALAHIDE,CO DUBLIN,123,,Dublin,CATHOLIC,N,N,N,214,198,412,322067,245928,-6.16243,53.4493
1030,17961E,S N LUSCA,LUSK,CO DUBLIN,133,,Dublin,CATHOLIC,N,N,N,404,390,794,321539,254788,-6.16694,53.529
1031,18038B,ST MARGARETS N S,ST MARGARETS,CO.DUBLIN.,,,Dublin,CATHOLIC,N,N,N,48,38,86,313011,243553,-6.29954,53.43
1032,18046A,SCOIL BRIDE B,BLANCHARDSTOWN,DUBLIN 15,,,Dublin,CATHOLIC,N,N,N,322,0,322,308288,238339,-6.37236,53.3841
1033,18047C,SCOIL BRIDE C,BLANCHARDSTOWN,DUBLIN 15,,,Dublin,CATHOLIC,N,N,N,0,321,321,308241,238360,-6.37306,53.3843
1034,18080A,SCOIL MHUIRE MXD,TUCKETTS LANE,HOWTH,CO DUBLIN,,Dublin,CATHOLIC,N,N,N,152,146,298,328539,238849,-6.06794,53.3842
1035,18412W,S N C NAOMH PADRAIG,DONABATE,CO DUBLIN,,,Dublin,CATHOLIC,N,N,N,0,433,433,323788,250786,-6.13462,53.4925
1036,18623M,SCOIL NAISUNTA CHNUACHA,CASTLEKNOCK,DUBLIN 15,,,Dublin,CHURCH OF IRELAND,N,N,N,110,107,217,309049,237227,-6.36131,53.374
1037,18778S,S N NAOMH MOCHTA,CLONSILLA,DUBLIN 15,,,Dublin,CATHOLIC,N,N,N,463,429,892,306174,238030,-6.40423,53.3818
1038,18976W,S N CHOLMILLE B,SWORDS,CO DUBLIN,,,Dublin,CATHOLIC,N,N,N,395,0,395,318630,246841,-6.2138,53.4583
1039,18977B,S N CHOLMCILLE C,SWORDS,CO DUBLIN,,,Dublin,CATHOLIC,N,N,N,0,453,453,318658,246751,-6.21341,53.4574
1040,19001G,BALLYBOGHILL N S,BALLYBOGHILL,CO DUBLIN,,,Dublin,CATHOLIC,N,N,N,98,97,195,315009,253727,-6.26577,53.5209
1041,19393D,MHUIRE IOSEF JUNIOR,VERBENA ESTATE,DUBLIN 13,,,Dublin,CATHOLIC,N,N,N,232,214,446,323322,239285,-6.14614,53.3893
1042,19435Q,ST FRANCIS XAVIER J N S,ROSELAWN ROAD,CASTLEKNOCK,DUBLIN 15,,Dublin,CATHOLIC,N,N,N,224,178,402,307630,238216,-6.38229,53.3831
1043,19456B,ST CRONAN,BRACKENSTOWN,SWORDS,CO. DUBLIN,,Dublin,CATHOLIC,N,N,N,347,304,651,317188,246873,-6.23548,53.4589
1044,19470S,ST FRANCIS XAVIER SENIOR N S,COOLMINE,CASTLEKNOCK,DUBLIN 15,,Dublin,CATHOLIC,N,N,N,186,179,365,307632,238133,-6.38229,53.3824
1045,19505L,SN OILIBHEIR,BAILE AN BHLACAIGH,CLUAIN SAILEACH,BAILE ATHA CLIATH 15,,Dublin,CATHOLIC,N,N,N,138,121,259,306651,238639,-6.39686,53.3871
1046,19515O,SN NAOMH TREASA,BAILE BRIGIN,CO ATH CLIATH,,,Dublin,CATHOLIC,N,Y,N,237,236,473,320922,263053,-6.17305,53.6033
1047,19533Q,S N MUIRE AGUS IOSEF,BAYSIDE,SUTTON,DUBLIN 13,,Dublin,CATHOLIC,N,N,N,223,212,435,323338,239324,-6.14589,53.3897
1048,19535U,BRACKENSTOWN SENIOR N S,BRACKENSTOWN,SWORDS,CO DUBLIN,,Dublin,CATHOLIC,N,N,N,308,293,601,317255,246855,-6.23448,53.4587
1049,19545A,CORDUFF N S,CORDUFF,BLANCHARDSTOWN,DUBLIN 15,,Dublin,CATHOLIC,N,Y,N,125,133,258,308079,239946,-6.37495,53.3986
1050,19549I,ST FINTANS NS,ST FINTAN N S,CARRICKBRACK RD,SUTTON,DUBLIN 13,Dublin,CATHOLIC,N,N,N,223,241,464,326806,238355,-6.09417,53.3801
1051,19578P,ST HELENS JUNIOR N S,ST HELENS JUNIOR N S,MARTELLO,PORTMARNOCK,CO DUBLIN,Dublin,CATHOLIC,N,N,N,183,142,325,323931,244806,-6.13483,53.4388
1052,19601H,ST PHILIP THE APOSTLE JUNIOR N S,MOUNTVIEW,BLANCHARDSTOWN,DUBLIN 15,,Dublin,CATHOLIC,N,Y,N,136,154,290,306047,238906,-6.40584,53.3897
1053,19605P,SCOIL NAIS MHUIRE SOIS,BLAKESTOWN,MULHUDDART,DUBLIN 15,,Dublin,CATHOLIC,N,Y,N,140,137,277,306415,239765,-6.40002,53.3973
1054,19624T,SCOIL NAIS CAITRIONA,KENURE,RUSH,CO DUBLIN,,Dublin,CATHOLIC,N,N,N,159,147,306,326074,255557,-6.09828,53.5348
