Off_Name,Add_1,Add_2,Add_3,County,Gender,Attendance Time,Irish Language,Fee,Ethos,Number of Females 2014,Number of Males 2014,xcoord,ycoord,Long,Lat,Roll_No
St Marys Secondary School,Baldoyle,Dublin 13,,Dublin,Girls,Day,No subjects taught through Irish,N,Catholic,291,0,324596,240138,324596,240138,60021U
Blackrock College,Rock Road,Blackrock,Co. Dublin,Dublin,Boys,Mixed,No subjects taught through Irish,Yes,Catholic,0,999,320690,229652,320690,229652,60030V
Willow Park School,Rock Road,Blackrock,Co Dublin,Dublin,Boys,Mixed,No subjects taught through Irish,Yes,Catholic,0,206,320348,229910,320348,229910,60040B
Col�iste Eoin,Baile an Bh�thair,B�thair Stigh Lorgan,Co Atha Cliath,Dublin,Boys,Day,All pupils taught all subjects through Irish,N,Catholic,0,491,319719,229513,319719,229513,60041D
Col�iste �osag�in,B�thar Stigh Lorgan,Baile an Bh�thair,Co �tha Cliath,Dublin,Girls,Day,All pupils taught all subjects through Irish,N,Catholic,494,0,319777,229489,319777,229489,60042F
Oatlands College,Mount Merrion,Co Dublin,,Dublin,Boys,Day,No subjects taught through Irish,N,Catholic,0,538,319911,228389,319911,228389,60050E
Dominican College,Sion Hill,Blackrock,Co Dublin,Dublin,Girls,Day,No subjects taught through Irish,N,Catholic,391,0,320739,229424,320739,229424,60070K
Rockford Manor Secondary School,Stradbrook Rd,Blackrock,Co Dublin,Dublin,Girls,Day,No subjects taught through Irish,N,Catholic,319,0,322559,227852,322559,227852,60081P
Rathdown School,Upper Glenageary Road,Glenageary,Co. Dublin,Dublin,Girls,Mixed,No subjects taught through Irish,Yes,CHURCH OF IRELAND,315,0,324802,226730,324802,226730,60090Q
Clonkeen College,Clonkeen Road,Blackrock,Co Dublin,Dublin,Boys,Day,No subjects taught through Irish,N,Catholic,0,526,322986,225944,322986,225944,60092U
Castleknock College,Castleknock,Dublin 15,,Dublin,Boys,Day,No subjects taught through Irish,Yes,Catholic,0,590,308641,236572,308641,236572,60100Q
Mount Sackville Secondary School,Chapelizod,Dublin 20,,Dublin,Girls,Day,No subjects taught through Irish,Yes,Catholic,617,0,309430,235635,309430,235635,60120W
Moyle Park College,Clondalkin,Dublin 22,,Dublin,Boys,Day,No subjects taught through Irish,N,Catholic,0,664,306848,231173,306848,231173,60121B
Col�iste Br�de,New Road,Clondalkin,Dublin 22,Dublin,Girls,Day,No subjects taught through Irish,N,Catholic,949,0,307409,230942,307409,230942,60122D
Loreto Abbey Secondary School,Dalkey,Co Dublin,,Dublin,Girls,Day,No subjects taught through Irish,Yes,Catholic,621,0,326794,227123,326794,227123,60130C
Mount Anville Secondary School,Mount Anville Rd,Dublin 14,,Dublin,Girls,Day,No subjects taught through Irish,Yes,Catholic,616,0,318567,228444,318567,228444,60140F
Notre Dame Secondary School,Upper Churchtown Road,Dublin 14,,Dublin,Girls,Day,No subjects taught through Irish,Yes,Catholic,181,0,316647,228439,316647,228439,60160L
Christian Brothers College,Monkstown Park,Dun Laoghaire,Co Dublin,Dublin,Boys,Day,No subjects taught through Irish,Yes,Catholic,0,458,323548,228179,323548,228179,60180R
Loreto College Foxrock,Foxrock,Dublin 18,,Dublin,Girls,Day,No subjects taught through Irish,Yes,Catholic,642,0,321678,226241,321678,226241,60240J
Holy Child Secondary School,Military Road,Killiney,Co. Dublin,Dublin,Girls,Day,No subjects taught through Irish,Yes,Catholic,360,0,325876,224129,325876,224129,60250M
St Joseph Of Cluny Secondary School,Bellevue Park,Ballinclea Rd,Killiney,Dublin,Girls,Day,No subjects taught through Irish,Yes,Catholic,402,0,325235,226099,325235,226099,60260P
St Benildus College,Upper Kilmacud Rd,Stillorgan,Blackrock,Dublin,Boys,Day,No subjects taught through Irish,N,Catholic,0,764,318673,227484,318673,227484,60261R
St Laurence College,Loughlinstown,Dublin 18,,Dublin,Mixed,Day,No subjects taught through Irish,N,Catholic,170,183,324304,223875,324304,223875,60262T
St Josephs College,Lucan,Co Dublin,,Dublin,Girls,Day,No subjects taught through Irish,N,Catholic,888,0,303891,235313,303891,235313,60263V
Col�iste Ph�draig CBS,Roselawn,Lucan,Co Dublin,Dublin,Boys,Day,No subjects taught through Irish,N,Catholic,0,725,304405,235195,304405,235195,60264A
The Kings Hospital,Palmerstown,Dublin 20,,Dublin,Mixed,Mixed,No subjects taught through Irish,Yes,CHURCH OF IRELAND,310,386,307510,235478,307510,235478,60272W
St Pauls College,Sybil Hill,Raheny,Dublin 5,Dublin,Boys,Day,No subjects taught through Irish,N,Catholic,0,579,320299,237379,320299,237379,60290B
�rdscoil La Salle,Raheny Road,Raheny,Dublin 5,Dublin,Mixed,Day,No subjects taught through Irish,N,Catholic,100,172,321823,239181,321823,239181,60291D
Manor House School,Watermill Road,Raheny,Dublin 5,Dublin,Girls,Day,No subjects taught through Irish,N,Catholic,808,0,321628,238015,321628,238015,60300B
Da La Salle College,Upper Churchtown Road,Churchtown,Dublin 14,Dublin,Boys,Day,No subjects taught through Irish,N,Catholic,0,390,315838,228757,315838,228757,60310E
St Columba's College,Whitechurch,Dublin 16,,Dublin,Mixed,Mixed,No subjects taught through Irish,Yes,CHURCH OF IRELAND,134,160,315549,225384,315549,225384,60320H
Rockbrook Park School,Edmondstown Road,Rathfarnham,Dublin 16,Dublin,Boys,Day,No subjects taught through Irish,Yes,Catholic,0,150,313444,224883,313444,224883,60321J
Loreto High School,Beaufort,Grange Rd,Rathfarnham,Dublin,Girls,Day,No subjects taught through Irish,Yes,Catholic,626,0,314491,228248,314491,228248,60340N
Sancta Maria College,Ballyroan Crescent,Rathfarnham,Dublin 16,Dublin,Girls,Day,No subjects taught through Irish,N,Catholic,482,0,313168,227361,313168,227361,60341P
Colaiste Eanna,Ballyroan,Dublin16,,Dublin,Boys,Day,No subjects taught through Irish,N,Catholic,0,599,313496,227543,313496,227543,60342R
St Joseph's Secondary School,Convent Lane,Rush,Co. Dublin,Dublin,Mixed,Day,No subjects taught through Irish,N,Catholic,251,416,326674,253891,326674,253891,60343T
St Raphaela's Secondary School,Upper Kilmacud Road,Stillorgan,Co Dublin,Dublin,Girls,Day,No subjects taught through Irish,N,Catholic,503,0,319747,227340,319747,227340,60361V
St. Fintan's High School,Dublin Road,Sutton,Dublin 13,Dublin,Boys,Day,No subjects taught through Irish,N,Catholic,0,663,325264,239295,325264,239295,60370W
Santa Sabina Dominican College,Greenfield Road,Sutton,Dublin 13,Dublin,Girls,Day,No subjects taught through Irish,N,Catholic,617,0,326427,239097,326427,239097,60380C
Sutton Park School,St Fintans Road,Sutton,Dublin 13,Dublin,Mixed,Mixed,No subjects taught through Irish,Yes,CHURCH OF IRELAND,141,156,326900,237995,326900,237995,60381E
Col�iste Choilm,Dublin Road,Swords,Co Dublin,Dublin,Boys,Day,No subjects taught through Irish,N,Catholic,0,553,317932,246158,317932,246158,60383I
St Josephs C.B.S.,Merville Ave,Fairview,Dublin 3,Dublin,Mixed,Day,No subjects taught through Irish,N,Catholic,0,300,317653,236382,317653,236382,60390F
St Vincents C.B.S. Glasnevin,Glasnevin,Dublin 11,,Dublin,Boys,Day,No subjects taught through Irish,N,Catholic,0,401,314874,236702,314874,236702,60400F
C.B.S. James Street,James's Street,Dublin 8,,Dublin,Boys,Day,No subjects taught through Irish,N,Catholic,0,189,313985,233574,313985,233574,60410I
�rdscoil R�s,Griffith Avenue,Dublin 9,,Dublin,Boys,Day,No subjects taught through Irish,N,Catholic,0,527,317993,236887,317993,236887,60420L
St Pauls C.B.S.,Christian Brothers,Nth Brunswick Street,Dublin 7,Dublin,Boys,Day,No subjects taught through Irish,N,Catholic,0,246,314873,234735,314873,234735,60430O
O'Connell School,North Richmond Street,Dublin 1,,Dublin,Mixed,Day,No subjects taught through Irish,N,Catholic,24,253,316510,235626,316510,235626,60440R
Col�iste Mhuire,Bothar Rath T�,Baile Atha Cliath 7,,Dublin,Mixed,Day,All pupils taught all subjects through Irish,N,Catholic,101,127,313224,236217,313224,236217,60450U
"Christian Brothers, Synge St.","Synge St.,",Dublin 8.,,Dublin,Boys,Day,No subjects taught through Irish,N,Catholic,0,233,315417,232844,315417,232844,60470D
St. David's C.B.S.,Malahide Road,Artane,Dublin 5,Dublin,Boys,Day,No subjects taught through Irish,N,Catholic,0,489,318654,238217,318654,238217,60471F
Meanscoil Iogn�id R�s,Long Mile Road,Walkinstown,Dublin 12,Dublin,Boys,Day,No subjects taught through Irish,N,Catholic,0,683,311078,231707,311078,231707,60480G
St. Aidan's C.B.S.,Collins Avenue Ext,Whitehall,Dublin 9,Dublin,Boys,Day,No subjects taught through Irish,N,Catholic,0,676,316351,238530,316351,238530,60481I
C.B.S. Westland Row,Westland Row,Dublin 2,,Dublin,Mixed,Day,No subjects taught through Irish,N,Catholic,48,75,316667,233911,316667,233911,60490J
St Declan's College,Nephin Road,Cabra,Dublin 7,Dublin,Boys,Day,No subjects taught through Irish,N,Catholic,0,644,313008,236499,313008,236499,60491L
Marian College,Ballsbridge,Dublin 4,,Dublin,Mixed,Day,No subjects taught through Irish,N,Catholic,3,449,318178,232872,318178,232872,60500J
St Johns College De La Salle,Le Fanu Rd,Ballyfermot,Dublin 10,Dublin,Boys,Day,No subjects taught through Irish,N,Catholic,0,399,309545,233870,309545,233870,60510M
Beneavin De La Salle College,Beneavin Road,Finglas,Dublin 11,Dublin,Boys,Day,No subjects taught through Irish,N,Catholic,0,486,314043,239016,314043,239016,60511O
Belvedere College S.J,6 Great Denmark Street,Dublin 1,,Dublin,Boys,Day,No subjects taught through Irish,Yes,Catholic,0,1,315764,235304,315764,235304,60520P
Gonzaga College,Sandford Road,Ranelagh,Dublin 6,Dublin,Boys,Day,No subjects taught through Irish,Yes,Catholic,0,547,316717,231019,316717,231019,60530S
Catholic University School,89 Lower Leeson Street,Dublin 2,,Dublin,Boys,Day,No subjects taught through Irish,Yes,Catholic,0,439,316235,233065,316235,233065,60540V
Chanel College,Coolock Village,Malahide Road,Dublin 5,Dublin,Boys,Day,No subjects taught through Irish,N,Catholic,0,568,319544,239017,319544,239017,60550B
St Marys College,Rathmines,Dublin 6,,Dublin,Boys,Day,No subjects taught through Irish,Yes,Catholic,0,430,315519,232171,315519,232171,60560E
St Michaels College,Ailesbury Road,Dublin 4,,Dublin,Boys,Day,No subjects taught through Irish,Yes,Catholic,0,594,318887,231431,318887,231431,60561G
Templeogue College,Templeville Road,Dublin 6W,,Dublin,Boys,Day,No subjects taught through Irish,N,Catholic,0,693,312579,229510,312579,229510,60562I
Terenure College,Templeogue Road,Terenure,Dublin 6w,Dublin,Boys,Day,No subjects taught through Irish,Yes,Catholic,0,686,313553,229543,313553,229543,60570H
Patrician College,Deanstown Ave,Finglas West,Dublin 11,Dublin,Boys,Day,No subjects taught through Irish,N,Catholic,0,183,311968,238396,311968,238396,60571J
St Kevins College,Ballygall Rd East,Finglas,Dublin 11,Dublin,Boys,Day,No subjects taught through Irish,N,Catholic,0,517,314667,238611,314667,238611,60581M
St Conleths College,28 Clyde Road,Ballsbridge,Dublin 4,Dublin,Mixed,Day,No subjects taught through Irish,Yes,Catholic,24,220,317289,232274,317289,232274,60590N
St Kilian's Deutsche Schule,Roebuck Road,Clonskeagh,Dublin 14,Dublin,Mixed,Day,No subjects taught through Irish,Yes,INTER DENOMINATIONAL,147,217,318100,229603,318100,229603,60630W
Sandford Park School Ltd,Sandford Road,Ranelagh,Dublin 6,Dublin,Mixed,Day,No subjects taught through Irish,Yes,CHURCH OF IRELAND,30,211,316649,231616,316649,231616,60640C
St Andrews College,Booterstown Ave,Blackrock,Co Dublin,Dublin,Mixed,Day,No subjects taught through Irish,Yes,CHURCH OF IRELAND,498,495,319933,229851,319933,229851,60650F
St Patricks Cathedral G.S,St Patricks Close,Dublin 8,,Dublin,Mixed,Day,No subjects taught through Irish,Yes,CHURCH OF IRELAND,38,84,315180,233459,315180,233459,60660I
The High School,Zion Road,Rathgar,Dublin 6,Dublin,Mixed,Day,No subjects taught through Irish,Yes,CHURCH OF IRELAND,340,426,315155,229753,315155,229753,60670L
Dominican College,Griffith Ave,Drumcondra,Dublin 9,Dublin,Girls,Day,No subjects taught through Irish,N,Catholic,713,0,316568,237420,316568,237420,60690R
Scoil Chaitriona,B�thar Mobh�,Glasna�on,Ath Cliath 9,Dublin,Mixed,Day,All pupils taught all subjects through Irish,N,Catholic,232,190,315700,237430,315700,237430,60700R
Muckross Park College,Donnybrook,Dublin 4,,Dublin,Girls,Day,No subjects taught through Irish,N,Catholic,712,0,317160,231570,317160,231570,60710U
Saint Dominic's Secondary School,Kylemore Road,Ballyfermot,Dublin 10,Dublin,Girls,Day,No subjects taught through Irish,N,Catholic,373,0,310131,233968,310131,233967.99,60720A
St Dominics College,Cabra,Dublin 7,,Dublin,Girls,Day,No subjects taught through Irish,N,Catholic,875,0,312724,236996,312724,236996,60731F
Caritas College,Drumfinn Road,Dublin 10,,Dublin,Girls,Day,No subjects taught through Irish,N,Catholic,280,0,309290,234429,309290,234429,60732H
St Michaels Secondary School,Wellmount Road,Finglas,Dublin 11,Dublin,Girls,Day,No subjects taught through Irish,N,Catholic,591,0,313050,238767,313050,238767,60741I
Holy Faith Secondary School,1 Belgrove Road,Clontarf,Dublin 3,Dublin,Girls,Day,No subjects taught through Irish,N,Catholic,637,0,320053,235931,320053,235931,60750J
St Mary's Secondary School,Holy Faith Convent,Glasnevin,Dublin 11,Dublin,Girls,Day,No subjects taught through Irish,N,Catholic,723,0,315003,237588,315003,237588,60770P
St Marys Secondary School,Brookwood Meadow,Killester,Dublin 5,Dublin,Girls,Day,No subjects taught through Irish,N,Catholic,390,0,319696,238017,319696,238017,60791A
Presentation College,Warrenmount,Dublin 8,,Dublin,Girls,Day,No subjects taught through Irish,N,Catholic,278,0,314772,233105,314772,233105,60792C
Loreto College,Crumlin Road,Dublin 12,,Dublin,Girls,Day,No subjects taught through Irish,N,Catholic,459,0,313464,232347,313464,232347,60800V
Loreto College,Swords,Co Dublin,,Dublin,Girls,Day,No subjects taught through Irish,N,Catholic,629,0,316593,246327,316593,246327,60810B
Loreto College,53 St Stephens Green,Dublin 2,,Dublin,Girls,Day,No subjects taught through Irish,Yes,Catholic,577,0,316199,233234,316199,233234,60820E
Maryfield College,Glandore Road,Drumcondra,Dublin 9,Dublin,Girls,Day,No subjects taught through Irish,N,Catholic,666,0,317504,237626,317504,237626,60840K
Rosary College,Armagh Road,Crumlin,Dublin 12,Dublin,Mixed,Day,No subjects taught through Irish,N,Catholic,80,93,312842,231133,312842,231133,60841M
St Josephs Secondary School,Stanhope St,Dublin 7,,Dublin,Girls,Day,No subjects taught through Irish,N,Catholic,228,0,314465,234954,314465,234954,60843Q
Assumption Secondary School,Walkinstown,Dublin 12,,Dublin,Girls,Day,No subjects taught through Irish,N,Catholic,338,0,311223,231490,311223,231490,60851P
Mater Christi,Cappagh,Finglas,Dublin 11,Dublin,Girls,Day,No subjects taught through Irish,N,Catholic,202,0,311628,239281,311628,239281,60852R
Mount Carmel Secondary School,Kings Inn Street,Dublin 1,,Dublin,Girls,Day,No subjects taught through Irish,N,Catholic,323,0,315360,234905,315360,234905,60853T
Our Ladys School,Templeogue Rd,Terenure,Dublin 6W,Dublin,Girls,Day,No subjects taught through Irish,N,Catholic,762,0,313640,229094,313640,229094,60860Q
Our Lady Of Mercy College,Beaumont,Dublin 9,,Dublin,Girls,Day,No subjects taught through Irish,N,Catholic,375,0,317768,238830,317768,238830,60870T
Mercy College Coolock,St Brendans Drive,Coolock,Dublin 5,Dublin,Girls,Day,No subjects taught through Irish,N,Catholic,422,0,319926,238807,319926,238807,60871V
Mercy Secondary School,Goldenbridge,Inchicore,Dublin 8,Dublin,Girls,Day,No subjects taught through Irish,N,Catholic,174,0,311826,233123,311826,233123,60872A
St Louis High School,Charleville Road,Rathmines,Dublin 6,Dublin,Girls,Day,No subjects taught through Irish,N,Catholic,656,0,315305,231494,315305,231494,60890C
Jesus and Mary College,Our Lady's Grove,Goatstown Road,Dublin 14,Dublin,Girls,Day,No subjects taught through Irish,N,Catholic,364,0,317717,229251,317717,229251,60891E
The Teresian School,12 Stillorgan Road,Donnybrook,Dublin 4,Dublin,Girls,Day,No subjects taught through Irish,Yes,Catholic,188,0,318151,230845,318151,230845,60892G
St Pauls Secondary School,Greenhills,Dublin 12,,Dublin,Girls,Day,No subjects taught through Irish,N,Catholic,601,0,311237,229889,311237,229889,60902G
Alexandra College,Milltown,Dublin 6,,Dublin,Girls,Mixed,No subjects taught through Irish,Yes,CHURCH OF IRELAND,443,0,316694,230314,316694,230314,60910F
Rosemont School,Enniskerry Road,Sandyford,Dublin 18,Dublin,Girls,Day,No subjects taught through Irish,Yes,Catholic,97,0,321691,229069,321691,229069,60930L
Ardsco�l �anna (Meanscoil Chroimghlinne),314/318 Crumlin Road,Crumlin,Dublin 12,Dublin,Mixed,Day,No subjects taught through Irish,N,Catholic,54,83,312454,232064,312454,232064,60990G
Our Lady Of Mercy Secondary School,Mourne Road,Drimnagh,Dublin 12,Dublin,Mixed,Day,No subjects taught through Irish,N,Catholic,140,142,312027,232480,312027,232480,60991I
Wesley College,Ballinteer,Dublin 16,,Dublin,Mixed,Mixed,No subjects taught through Irish,Yes,METHODIST,415,468,317352,226585,317352,226585,61010U
Stratford College,1 Zion Road,Rathgar,Dublin 6,Dublin,Mixed,Day,No subjects taught through Irish,Yes,JEWISH,48,49,315075,230186,315075,230186,61020A
St Clare's College,Ballyjamesduff,Co. Cavan,,Cavan,Mixed,Day,No subjects taught through Irish,N,Catholic,287,261,252857,290962,252857,290962,61051L
St Patrick's College,Cavan,Co. Cavan,,Cavan,Boys,Day,No subjects taught through Irish,N,Catholic,0,561,242447,306764,242447,306764,61060M
Loreto College,Cavan,Co. Cavan,,Cavan,Girls,Day,No subjects taught through Irish,N,Catholic,730,0,241108,307231,241108,307231,61070P
Royal School Cavan,College Street,Cavan,Co. Cavan,Cavan,Mixed,Mixed,No subjects taught through Irish,Yes,CHURCH OF IRELAND,107,136,241925,304089,241925,304089,61080S
St Mary's Academy CBS,Station Rd,Carlow,,Carlow,Boys,Day,No subjects taught through Irish,N,Catholic,0,565,272595,177200,272595,177200,61120E
St Mary's Knockbeg College,Knockbeg,Co. Carlow,,Carlow,Boys,Day,No subjects taught through Irish,N,Catholic,0,365,271585,180064,271585,180064,61130H
St. Leo's College,Dublin Road,Carlow,,Carlow,Girls,Day,No subjects taught through Irish,N,Catholic,911,0,272326,177067,272326,177067,61140K
Presentation College,Askea,Carlow,Co. Carlow,Carlow,Mixed,Day,No subjects taught through Irish,N,Catholic,328,297,273594,176749,273594,176749,61141M
Presentation / De La Salle College,Royal Oak Road,Muine Bheag,Co. Carlow,Carlow,Mixed,Day,No subjects taught through Irish,N,Catholic,233,237,269672,161542,269672,161542,61150N
St. Joseph's Secondary School,Doon Road,Ballybunion,Co. Kerry,Kerry,Mixed,Day,No subjects taught through Irish,N,Catholic,129,110,86318,141921,86318,141921,61220I
Meanscoil Phadraig Naofa,Castleisland,Co Kerry,,Kerry,Boys,Day,No subjects taught through Irish,N,Catholic,0,148,100440,110147,100440,110147,61250R
Mean Scoil Naomh Ioseph,Clochar na Toirbhirte,Castleisland,Co Kerry,Kerry,Girls,Day,No subjects taught through Irish,N,Catholic,167,0,100168,109698,100168,109698,61260U
Col�iste �de,Baile an Gh�il�n,Daingean U� Ch�is,Co Chiarra�,Kerry,Girls,Boarding,All pupils taught all subjects through Irish,N,Catholic,130,0,42184,99699,42184,99699,61301I
Col�iste Bhr�anainn,Cill Airne,Co Chiarra�,,Kerry,Mixed,Day,No subjects taught through Irish,N,Catholic,2,529,96060,90927,96060,90927,61320M
St. Brigid's Secondary School,New Street,Killarney,Co. Kerry,Kerry,Girls,Day,No subjects taught through Irish,N,Catholic,458,0,96060,90651,96060,90651,61340S
The Intermediate School,Iveragh Road,Killorglin,Co. Kerry,Kerry,Mixed,Day,No subjects taught through Irish,N,Catholic,342,333,77053,96484,77053,96484,61360B
St. Michael's College,Listowel,Co. Kerry,,Kerry,Boys,Day,No subjects taught through Irish,N,Catholic,0,190,99675,133868,99675,133868,61370E
Presentation Secondary School,Listowel,Co Kerry,,Kerry,Girls,Day,No subjects taught through Irish,N,Catholic,328,0,98492,133856,98492,133856,61380H
Presentation Secondary School,Miltown,Killarney,Co Kerry,Kerry,Mixed,Day,No subjects taught through Irish,N,Catholic,316,246,82724,100496,82724,100496,61410N
C.B.S. Secondary School,The Green,Tralee,Co. Kerry,Kerry,Boys,Day,No subjects taught through Irish,N,Catholic,0,602,83585,113835,83585,113835,61440W
Presentation Secondary School,Tralee,Co Kerry,,Kerry,Girls,Day,No subjects taught through Irish,N,Catholic,671,0,83904,114247,83904,114247,61450C
Col�iste �amann R�s,Callan,Co Kilkenny,,Kilkenny,Boys,Day,No subjects taught through Irish,N,Catholic,0,222,241702,144382,241702,144382,61510R
St. Brigid's College,Callan,Co. Kilkenny,,Kilkenny,Girls,Day,No subjects taught through Irish,N,Catholic,291,0,241547,144255,241547,144255,61520U
Me�nscoil na mBr�ithre Criosta�,Sr�id Sh�amais,Cill Channaigh,,Kilkenny,Boys,Day,No subjects taught through Irish,N,Catholic,0,663,250341,155985,250341,155985,61550G
St Kieran's College,Secondary School,College Rd,Kilkenny,Kilkenny,Boys,Day,No subjects taught through Irish,N,Catholic,0,711,250443,155300,250443,155300,61560J
Kilkenny College,Castlecomer Road,Kilkenny,,Kilkenny,Mixed,Mixed,No subjects taught through Irish,N,CHURCH OF IRELAND,355,433,250947,157628,250947,157628,61570M
Loreto Secondary School,Granges Road,Kilkenny,,Kilkenny,Girls,Day,No subjects taught through Irish,N,Catholic,846,0,250062,156627,250062,156627,61580P
Presentation Secondary School,Loughboy,Kilkenny,,Kilkenny,Girls,Day,No subjects taught through Irish,N,Catholic,665,0,250996,154424,250996,154424,61590S
Salesian College,Celbridge,Co. Kildare,,Kildare,Boys,Day,No subjects taught through Irish,N,Catholic,0,691,296496,235165,296496,235165,61661P
Newbridge College,Newbridge,Co. Kildare,,Kildare,Mixed,Day,No subjects taught through Irish,Yes,Catholic,411,448,280705,215994,280705,215994,61680T
Patrician Secondary School,Newbridge,Co Kildare,,Kildare,Boys,Day,No subjects taught through Irish,N,Catholic,0,840,280777,215534,280777,215534,61681V
Holy Family Secondary School,Newbridge,Co. Kildare,,Kildare,Girls,Day,No subjects taught through Irish,N,Catholic,757,0,280941,215412,280941,215412,61682A
Cross And Passion College,Kilcullen,Co Kildare,,Kildare,Mixed,Day,No subjects taught through Irish,N,Catholic,348,344,283930,209528,283930,209528,61690W
Scoil Dara,Church St,Kilcock,Co Kildare,Kildare,Mixed,Day,No subjects taught through Irish,N,Catholic,398,416,288494,240004,288494,240004,61691B
St Pauls Secondary School,Monasterevin,Co Kildare,,Kildare,Mixed,Day,No subjects taught through Irish,N,Catholic,153,148,262499,210618,262499,210618,61702D
Me�nscoil Iogn�id Ris,Naas,Co Kildare,,Kildare,Boys,Day,No subjects taught through Irish,N,Catholic,0,920,289438,219178,289438,219178,61710C
Clongowes Wood College,Clane,Co Kildare,,Kildare,Boys,Boarding,No subjects taught through Irish,Yes,Catholic,0,441,287719,229723,287719,229723,61720F
Col�iste Naomh Mhuire,Convent Of Mercy,Sallins Rd.,Naas,Kildare,Girls,Day,No subjects taught through Irish,N,Catholic,920,0,289282,219638,289282,219638,61730I
Arklow CBS,Coolgreaney Road,Arklow,Co Wicklow,Wicklow,Boys,Day,No subjects taught through Irish,N,Catholic,0,342,323729,173373,323729,173373,61770U
St Marys College,St Mary's Rd,Arklow,Co Wicklow,Wicklow,Girls,Day,No subjects taught through Irish,N,Catholic,545,0,324338,173321,324338,173321,61780A
St Brendan's College,Woodbrook,Bray,Co Wicklow,Wicklow,Boys,Day,No subjects taught through Irish,N,Catholic,0,302,325562,220007,325562,220007,61790D
Presentation College,Putland Road,Bray,Co. Wicklow,Wicklow,Boys,Day,No subjects taught through Irish,N,Catholic,0,635,326892,217366,326892,217366,61800D
St Gerard's School,Thornhill Road,Bray,,Wicklow,Mixed,Day,No subjects taught through Irish,Yes,Catholic,201,314,324651,218571,324651,218571,61811I
Loreto Secondary School,Vevay Rd,Bray,Co Wicklow,Wicklow,Girls,Day,No subjects taught through Irish,N,Catholic,848,0,326592,217911,326592,217911,61820J
St David's Holy Faith Secondary,Co-Educational School,Greystones,Co Wicklow,Wicklow,Mixed,Day,No subjects taught through Irish,N,Catholic,196,372,329757,212386,329757,212386,61830M
Dominican College,Wicklow,Co. Wicklow,,Wicklow,Girls,Day,No subjects taught through Irish,N,Catholic,435,0,331738,193640,331738,193640,61860V
Rice College,New Road,Ennis,Co Clare,Clare,Mixed,Day,No subjects taught through Irish,N,Catholic,255,381,134054,177843,134054,177843,61910K
St Flannan's College,Ennis,Co Clare,,Clare,Mixed,Day,No subjects taught through Irish,N,Catholic,385,793,133737,176317,133737,176317,61920N
Col�iste Mhuire,College Road,Ennis,Co Clare,Clare,Girls,Day,No subjects taught through Irish,N,Catholic,807,0,133653,177756,133653,177756,61930Q
Me�nscoil Na mBr�ithre,Ennistymon,Co. Clare,,Clare,Boys,Day,No subjects taught through Irish,N,Catholic,0,177,113365,188628,113365,188628,61940T
Scoil Mhuire,Ennistymon,Co Clare,,Clare,Girls,Day,No subjects taught through Irish,N,Catholic,279,0,112737,188313,112737,188313,61950W
Mary Immaculate Secondary School,Lisdoonvarna,Co Clare,,Clare,Mixed,Day,No subjects taught through Irish,N,Catholic,150,128,113459,198511,113459,198511,62000W
St. Joseph's Secondary School,Spanish Point,Milown Malbay,Co Clare,Clare,Mixed,Day,No subjects taught through Irish,N,Catholic,122,147,103589,178239,103589,178239,62010C
St. Joseph's Secondary School,Tulla,Co. Clare,,Clare,Mixed,Day,No subjects taught through Irish,N,Catholic,193,225,148835,179551,148835,179551,62020F
�rdscoil U� Urmoltaigh,Droichead na Bandan,Co Chorca�,,Cork,Boys,Day,No subjects taught through Irish,N,Catholic,0,375,148651,55162,148651,55162,62050O
Bandon Grammar School,Bandon,Co Cork,,Cork,Mixed,Mixed,No subjects taught through Irish,Yes,CHURCH OF IRELAND,255,360,148276,53672,148276,53672,62060R
Col�iste Na Toirbhirte,�rd Aoibhinn,Bandon,Co Cork,Cork,Girls,Day,No subjects taught through Irish,N,Catholic,529,0,149513,54410,149513,54410,62061T
Scoil Mhuire gan Smal,Blarney,Co Cork,,Cork,Mixed,Day,No subjects taught through Irish,N,Catholic,288,325,161524,75649,161524,75649,62090D
Col�iste An Chro� Naofa,Carraig na bhFear,Co Chorca�,,Cork,Mixed,Day,No subjects taught through Irish,N,Catholic,203,285,167766,81441,167766,81441,62130M
St Aloysius College,Carrigtwohill,Co Cork,,Cork,Girls,Day,No subjects taught through Irish,N,Catholic,728,0,182193,73076,182193,73076,62140P
Sacred Heart Secondary School,Convent of Mercy,Clonakilty,Co. Cork,Cork,Girls,Day,No subjects taught through Irish,N,Catholic,521,0,139080,41876,139080,41876,62170B
Col�iste Muire,Bishop's St,Cobh,Co Cork,Cork,Mixed,Day,No subjects taught through Irish,N,Catholic,287,293,179800,66936,179800,66936,62180E
Colaiste Muire,Crosshaven,Co. Cork,,Cork,Mixed,Day,No subjects taught through Irish,N,Catholic,315,216,179481,60978,179481,60978,62200H
Nagle Rice Secondary School,Doneraile,Co. Cork,,Cork,Mixed,Day,No subjects taught through Irish,N,Catholic,74,92,160155,107868,160155,107868,62210K
Col�iste Cholm�in,Mainistir Fhearmu�,Co Chorcai,,Cork,Boys,Day,No subjects taught through Irish,N,Catholic,0,438,180988,98250,180988,98250,62260C
Loreto Secondary School,Fermoy,Co Cork,,Cork,Girls,Day,No subjects taught through Irish,N,Catholic,651,0,181091,98203,181091,98203,62270F
